,X1,X2
D192-trn.arff,-0.05712825440549651,-0.031041677625065427
D193-trn.arff,-0.15159469242764417,-0.04191890757380897
D296-trn.arff,0.16512159696659678,-0.1912583925706571
D297-trn.arff,0.15133939422846163,-0.17310147081254512
D204-trn.arff,0.35151619396370454,0.0845528556999745
D205-trn.arff,0.39858181089593775,0.098753331009198
D123-trn.arff,0.19322198835321128,-0.06450199272631263
D57-trn.arff,-0.3726376056287309,-0.1631968524611343
D122-trn.arff,0.31242474125704084,-0.04696711737230131
D21-trn.arff,-0.007467010574045359,-0.23245934409118219
D154-trn.arff,-0.06529322528799612,-0.08341014086424545
D155-trn.arff,0.08405860546932872,0.040747355170528236
D20-trn.arff,-0.008063421777815247,-0.23018534136689617
D68-trn.arff,-0.23394027798480893,-0.2004020006614232
D69-trn.arff,-0.2716710203885894,-0.17838622686158398
D273-trn.arff,0.11745129213064898,0.049412768709617805
D272-trn.arff,0.11881772212402537,0.051336767168507054
D247-trn.arff,0.32010527163199065,0.07112822480193513
D246-trn.arff,0.1913911352313904,0.003680841827749709
D129-trn.arff,0.2697108342815053,-0.07631055053471487
D86-trn.arff,0.09719817328913152,-0.190634774657339
D15-trn.arff,-0.12858854248457488,-0.20167180252078926
D160-trn.arff,0.08024160526705006,-0.11072370459896227
D161-trn.arff,-0.14336234816716686,-0.04765284291190635
D14-trn.arff,-0.15383592001914595,-0.20029724225987924
D279-trn.arff,0.2875804947149114,0.07736676934874775
D278-trn.arff,0.3160474374628096,0.15856404757129094
D185-trn.arff,-0.4263563946724744,-0.09498852893786236
D184-trn.arff,-0.42617699279824806,-0.10416377731092236
D117-trn.arff,0.07723599909163596,-0.15109582838823923
D62-trn.arff,-0.3352673294403681,-0.16650359028133185
D63-trn.arff,-0.34720343072738485,-0.1913839273640218
D116-trn.arff,0.00899300175022794,-0.16978096619383265
D230-trn.arff,-0.009086323780524689,0.2923903498471194
D231-trn.arff,-0.23986225758611016,-0.0013015526147792146
