dataset,F1,F2,F3,F4,L1,L2,L3,N1,N2,N3,N4,T1,T2
fri_c2_250_50.arff,0.9883593103147308,0.397496236975652,0.956,0.0,0.1578651690455473,0.168,0.1919999999999999,0.592,0.4977200580093191,0.432,0.236,1.0,0.2
fri_c3_500_50.arff,0.9947610779863616,0.2418162870839746,0.956,0.456,0.1622300160971613,0.28,0.292,0.606,0.497302579134199,0.434,0.292,1.0,0.1
bodyfat.arff,0.7906445214263261,0.0,0.0,0.0,0.0030165305789883,0.0079365079365079,0.0,0.2261904761904762,0.4306544905323013,0.1626984126984127,0.2539682539682539,0.6150793650793651,0.0555555555555555
fri_c2_1000_25.arff,0.9860715014709872,0.7781900572072568,0.99,0.884,0.1674318580395546,0.267,0.244,0.499,0.4872035009171706,0.332,0.27,1.0,0.025
fri_c2_250_5.arff,0.9232224305037026,0.7348631246818462,0.972,0.924,0.1677863676550685,0.24,0.24,0.292,0.3877283166620826,0.18,0.34,0.464,0.02
fri_c1_1000_50.arff,0.9946789325590994,0.7490078943484004,0.987,0.748,0.1649007108021718,0.293,0.283,0.594,0.4961829890518647,0.416,0.227,1.0,0.05
fri_c0_100_5.arff,0.9026108324862528,0.5130510364164906,0.82,0.48,0.0922443173060351,0.14,0.12,0.37,0.4029403134962956,0.18,0.26,0.59,0.05
fri_c0_1000_5.arff,0.9051780665386266,0.9393154344192868,0.971,0.925,0.1078505097240031,0.151,0.129,0.233,0.3847692324243675,0.14,0.298,0.424,0.005
dataset_54_vehicle.arff,0.8756349768827136,0.0281721021817492,0.7503935508082037,0.2061684388018685,0.0291959366712908,0.0596300940646114,0.1541816030260651,0.442080378250591,0.4390650424979202,0.3049645390070922,0.5366430260047281,0.7056737588652482,0.0212765957446808
ar4.arff,0.8502892592526536,3.7640152493921244e-08,0.5607476635514018,0.0,0.0917551171319934,0.102803738317757,0.1308411214953271,0.3364485981308411,0.4047949945100416,0.205607476635514,0.2149532710280373,0.4766355140186916,0.2710280373831775
dataset_11_balance-scale.arff,0.8306725056689338,1.0,1.0,1.0,0.0655878812169602,0.065901816133641,0.1016045719309814,0.3168,0.3795619058872111,0.208,0.3744,0.3376,0.0064
lowbwt.arff,0.9265936266352804,0.0,0.6878306878306878,0.5925925925925926,0.129032291895333,0.1534391534391535,0.1481481481481481,0.3492063492063492,0.3439731322226388,0.2116402116402116,0.4179894179894179,0.3862433862433862,0.0476190476190476
fri_c1_500_25.arff,0.9902099766676726,0.7946935124308845,0.982,0.808,0.1701481864465733,0.286,0.264,0.578,0.4920734278091407,0.406,0.254,0.998,0.05
badges2.arff,0.8850647578391357,0.0,0.0,0.0,0.0,0.0,0.0,0.0340136054421768,0.1267746772769486,0.0034013605442176,0.2959183673469387,0.1292517006802721,0.0374149659863945
fri_c0_250_25.arff,0.9765700697208296,0.5998038394245727,0.912,0.468,0.119514765680449,0.136,0.0999999999999999,0.544,0.4942217085405588,0.384,0.284,1.0,0.1
autoUniv-au6-400_phpmxH8g0.arff,0.9805676333464604,0.0830562505213751,0.8438152062914662,0.0,0.090677322287587,0.0769152594599431,0.1740940678414781,0.8975,0.5227940239480802,0.8,0.42,1.0,0.1
visualizing_galaxy.arff,0.786272462750483,0.2331622482506345,0.4736842105263157,0.2755417956656347,0.0137224151698456,0.0340557275541795,0.024767801857585,0.1021671826625387,0.1371507759383442,0.0650154798761609,0.3003095975232198,0.0959752321981424,0.0123839009287925
sa-heart_phpgNaXZe.arff,0.9446142944974132,0.358953907604327,0.9502164502164502,0.9090909090909092,0.1473565051534752,0.2683982683982684,0.2359307359307358,0.5151515151515151,0.4660502746964374,0.3571428571428571,0.3874458874458874,0.7619047619047619,0.0194805194805194
strikes.arff,0.9765754656445508,0.2218764571231518,0.832,0.6784,0.19214739427318,0.3232,0.2815999999999999,0.1072,0.257919389447594,0.008,0.3824,0.312,0.0096
autoUniv-au6-750_phputZAUn.arff,0.9906246072175898,0.3404023794670667,0.938518698762038,0.1547165972355972,0.1878308772345662,0.2528695988836384,0.256551085101162,0.9,0.5232239931627796,0.8213333333333334,0.428,1.0,0.0533333333333333
glass.arff,0.9801738259084872,0.0062460443717319,0.897196261682243,0.6542056074766355,0.186129757694731,0.3551401869158879,0.4065420560747663,0.3177570093457944,0.353609792407499,0.1775700934579439,0.3598130841121495,0.4766355140186916,0.0420560747663551
fri_c3_1000_25.arff,0.991698692645022,0.4487885250656429,0.971,0.864,0.1635790014672846,0.307,0.28,0.546,0.4908429170337409,0.356,0.284,1.0,0.025
ilpd_phpOJxGL9.arff,0.9727729147115622,1.9407236303196448e-05,0.888507718696398,0.7718696397941681,0.2226153870612273,0.2864493996569468,0.2864493996569468,0.5180102915951973,0.4374882452848235,0.3396226415094339,0.3481989708404803,0.5951972555746141,0.0171526586620926
fri_c4_1000_25.arff,0.9940356608455728,0.3312761592412564,0.942,0.813,0.1754010930517543,0.3309999999999999,0.301,0.565,0.4897621484536478,0.369,0.315,0.999,0.025
acute-inflammations_phpJ1rDu3.arff,0.7813244354210783,0.0,0.6666666666666666,0.0,0.0,0.0,0.0083333333333333,0.05,0.0091932813809083,0.0,0.3666666666666666,0.05,0.05
fri_c4_250_100.arff,0.9937736222871364,0.0969953794160552,0.948,0.0,0.118978499272128,0.04,0.18,0.556,0.496900049670956,0.396,0.232,1.0,0.4
cloud.arff,0.9965597783156904,0.1684066470780289,0.8518518518518519,0.5092592592592593,0.2285172832159467,0.2962962962962963,0.2962962962962963,0.6666666666666666,0.5000648922286179,0.4907407407407407,0.4351851851851852,0.8240740740740741,0.0648148148148148
fri_c1_1000_10.arff,0.9754186645652922,0.8485002960657716,0.995,0.96,0.1621859504015292,0.302,0.286,0.4,0.4575244049994768,0.229,0.343,0.908,0.01
dataset_41_glass.arff,0.7371034558206448,0.0008503618021067,0.2562574009990876,0.0616228415472629,0.0240247360159993,0.0413971022750919,0.0434718134829657,0.5,0.390172074766087,0.2710280373831775,0.5046728971962616,0.5607476635514018,0.0420560747663551
fri_c3_500_5.arff,0.9805560589473744,0.3807497476715517,0.948,0.89,0.1643936872320173,0.31,0.3339999999999999,0.234,0.3695940039094715,0.138,0.394,0.356,0.01
analcatdata_authorship.arff,0.7514616171037936,2.8227912986977255e-13,0.3148626860214042,0.0,0.0,0.0,0.0,0.0166468489892984,0.4344712258013564,0.0047562425683709,0.0011890606420927,0.9726516052318668,0.0832342449464922
fri_c4_100_100.arff,0.9872294934293666,0.0057556355346246,0.75,0.0,0.0,0.0,0.05,0.63,0.498194934902174,0.47,0.25,1.0,1.0
bank8FM.arff,0.9277736460209384,0.0663449598095608,0.8948974609375,0.834716796875,0.0396294324302466,0.055908203125,0.0484619140625,0.4066162109375,0.4469362209587377,0.240966796875,0.330078125,0.789794921875,0.0009765625
fri_c4_500_25.arff,0.9911989009472312,0.3726672184769477,0.958,0.744,0.1683139716768737,0.302,0.286,0.54,0.4887842279834752,0.368,0.29,0.996,0.05
grub-damage_phpnYQXoc.arff,0.8679322404391997,0.20475,0.8496830875927706,0.6733632909009231,0.1304837617421593,0.1679020760583694,0.1390861702460933,0.7225806451612903,0.5358973427058766,0.5741935483870968,0.5161290322580645,0.8258064516129032,0.0516129032258064
fri_c2_250_10.arff,0.9363812824777838,0.6185159780922638,0.964,0.804,0.157375268302898,0.18,0.18,0.38,0.4503267147479293,0.216,0.276,0.812,0.04
pendigits.arff,0.9368464808591924,0.0011099758767556,0.5055494905385735,0.1721251819505094,0.0044443109741373,0.0059133915574963,0.0131004366812227,0.0041848617176128,0.1653749724883086,0.0015465793304221,0.1235443959243085,0.0332059679767103,0.0014556040756914
hill-valley_phpoW7Dbi.arff,0.9990274536035736,0.0001591906721843,0.9942244224422442,0.3572607260726073,0.2000265533816603,0.3927392739273927,0.4463696369636963,0.5495049504950495,0.4466713961545061,0.3424092409240924,0.4826732673267326,0.7813531353135313,0.0825082508250825
fri_c3_500_10.arff,0.9857874095821304,0.3178422722699339,0.934,0.842,0.1683080239942967,0.3379999999999999,0.3139999999999999,0.458,0.463893430131866,0.28,0.382,0.918,0.02
fri_c0_1000_50.arff,0.9891541255512416,0.7920177240154028,0.982,0.767,0.1212042857199311,0.148,0.134,0.539,0.4944106653939825,0.372,0.213,1.0,0.05
autoPrice.arff,0.684799310378077,2.473502455335197e-07,0.270440251572327,0.0,0.0028632627960278,0.0125786163522012,0.0062893081761006,0.0566037735849056,0.1453596568722422,0.0440251572327044,0.1635220125786163,0.0880503144654088,0.0943396226415094
wall-robot-navigation_phpVeNa5j.arff,0.9277789979587462,0.1964998582640086,0.4432020965104903,0.0,0.0714160288261816,0.0872767127765491,0.0682130706287935,0.1413123167155425,0.2312497622287306,0.0714809384164223,0.4979838709677419,0.2327712609970674,0.0043988269794721
jEdit_4.2_4.3.arff,0.9720880256632012,0.0035277353485727,0.951219512195122,0.9214092140921408,0.1917824527001149,0.3577235772357723,0.3360433604336044,0.5420054200542005,0.4305641912682493,0.3333333333333333,0.4254742547425474,0.5962059620596206,0.021680216802168
monks3.arff,0.9208799059923036,1.0,1.0,1.0,0.0947712418301303,0.1985559566787004,0.1389891696750902,0.4169675090252707,0.269739552864528,0.1714801444043321,0.3700361010830325,0.4368231046931408,0.0108303249097472
auto5.arff,0.991782797760992,0.0679856178342278,0.733569229377042,0.0,0.0265719871959751,0.0202492211838006,0.0639682056015186,0.674,0.5022909568322649,0.534,0.316,1.0,0.25
heart_cleverland.arff,0.8655856355882002,0.1060360863267281,0.8658529150538723,0.4712643380154177,0.1104696604005519,0.1507416132455685,0.1414209446987428,0.6105610561056105,0.4711822915650543,0.4686468646864686,0.462046204620462,0.6633663366336634,0.0429042904290429
user.arff,0.7795498978168751,0.0993395909508529,0.2734840788022886,0.0747250933547894,0.007991472441303,0.0123366705913622,0.0157074855988354,0.3488372093023256,0.4078019014487125,0.189922480620155,0.3565891472868217,0.6705426356589147,0.0193798449612403
crx.arff,0.9279471998520976,0.0031151056498425,0.9663093415007658,0.9494640122511484,0.1175664060989356,0.1332312404287902,0.114854517611026,0.2817764165390505,0.3478638049336784,0.1715160796324655,0.3445635528330781,0.3506891271056661,0.0229709035222052
winsconsin.arff,0.4684487192295628,0.2168594444162193,0.8784773060029283,0.7569546120058566,0.0219799668646427,0.027818448023426,0.0043923865300146,0.0600292825768667,0.1687729752366455,0.0336749633967789,0.2869692532942899,0.1083455344070278,0.0131771595900439
pamap9.arff,0.9013576723304544,1.2497152059130537e-12,0.4642392717815344,0.0,0.0014143861396624,0.0052015604681404,0.048114434330299,0.0078023407022106,0.2354365488396298,0.0013003901170351,0.0910273081924577,0.0819245773732119,0.0689206762028608
haberman.arff,0.9710414601069646,0.7177068214804064,0.9705882352941176,0.9673202614379084,0.1725345180467072,0.2679738562091504,0.2745098039215686,0.5326797385620915,0.3986639879183216,0.3725490196078431,0.3660130718954248,0.4640522875816993,0.0098039215686274
lymphography.arff,0.8135460147525482,0.0408163265306122,0.1675004779810082,0.1478873239436619,0.016594039226964,0.0187793427230046,0.0140845070422535,0.3513513513513513,0.4038845408185428,0.25,0.25,0.5337837837837838,0.1216216216216216
liver.arff,0.9890315039298296,0.07320217050564,0.9681159420289857,0.8927536231884058,0.1846068275773978,0.289855072463768,0.2985507246376812,0.5884057971014492,0.462278887870468,0.3739130434782609,0.3826086956521739,0.8840579710144928,0.017391304347826
molecular_splice.arff,0.9787809922511798,0.3666666666666667,0.7734451569800306,0.7233618752916507,0.0687075063823085,0.0744899877894479,0.0542222228946992,0.4598746081504702,0.4150421942645785,0.2774294670846395,0.0253918495297805,0.8724137931034482,0.018808777429467
robot1.arff,0.8296524022079456,7.071715331409901e-06,0.2998303087776772,0.0706666666666666,0.0678647029390234,0.0618524074313548,0.0682648209707033,0.0424242424242424,0.1318522907180906,0.0037878787878787,0.6295454545454545,0.059090909090909,0.0053030303030303
chess-krkp.arff,0.9762637783257384,0.0,0.8172715894868585,0.5669586983729662,0.026842127342226,0.0269086357947434,0.2021276595744681,0.2881727158948686,0.3493422137252435,0.1598873591989987,0.4327284105131414,0.3354192740926158,0.0112640801001251
lsvt.arff,0.9621517735823516,9.726102501945327e-220,0.6984126984126984,0.0,0.0,0.0,0.0079365079365079,0.3888888888888889,0.4675288816422445,0.2301587301587301,0.2301587301587301,0.8650793650793651,2.484126984126984
tic.arff,0.9927466413388152,1.0,1.0,1.0,0.2573643410852657,0.3465553235908142,0.3465553235908142,0.4822546972860125,0.4914106740789415,0.3089770354906054,0.2943632567849686,0.5563674321503131,0.0093945720250521
image.arff,0.4638431153586244,7.873061694331151e-06,0.1655844155844155,0.0222222222222222,0.0053394933407924,0.0069264069264069,0.0144300144300144,0.0645021645021645,0.1703985671839361,0.0233766233766233,0.4095238095238095,0.1549783549783549,0.0077922077922077
qualitative.arff,0.9829092355028228,0.5,0.636,0.636,0.1568799923408081,0.296,0.3359999999999999,0.024,0.035400000449717,0.004,0.02,0.16,0.024
breast_tissue_merged.arff,0.4389222205279146,2.4931324940279784e-05,0.0496031746031746,0.0,0.0075663445662655,0.0119047619047618,0.0023809523809523,0.2075471698113207,0.3312217107621085,0.1226415094339622,0.4339622641509434,0.2735849056603773,0.0849056603773584
dresses.arff,0.9973400159814624,0.2286579008073817,0.996,0.972,0.2955179444770387,0.42,0.42,0.67,0.5048045709500714,0.5,0.41,0.864,0.024
banknote.arff,0.8130017412725634,0.1562658452701701,0.6610787172011662,0.3534985422740525,0.0047328452723337,0.0123906705539358,0.0677842565597667,0.0043731778425655,0.1031768218153911,0.0014577259475218,0.0080174927113702,0.0298833819241982,0.0029154518950437
australian.arff,0.9125546133514976,0.0030555921904686,0.9666666666666668,0.9478260869565216,0.1239371964102128,0.1434782608695651,0.1536231884057971,0.2710144927536232,0.3569331114156836,0.1869565217391304,0.3130434782608696,0.3391304347826087,0.0202898550724637
robot3.arff,0.8780013365758876,0.0021127529817244,0.2708333333333333,0.1771604938271604,0.0820261573189328,0.100515873015873,0.1110647387946238,0.1602836879432624,0.2332517170558206,0.0609929078014184,0.3120567375886525,0.2765957446808511,0.0099290780141843
diabetic.arff,0.97735623488144,0.0,0.950477845351868,0.894005212858384,0.130158869038755,0.2528236316246742,0.3509991311902694,0.5395308427454387,0.4690621377842472,0.3735881841876629,0.4543874891398783,0.8149435273675065,0.0165073848827106
bankruptcy.arff,0.8198518393609341,0.0008968293635078,0.3469387755102041,0.0,0.0211276470711422,0.0408163265306122,0.0204081632653061,0.1836734693877551,0.3644305278623775,0.1224489795918367,0.0816326530612244,0.3877551020408163,0.1020408163265306
tao.arff,0.724175860952988,0.4791666666666667,0.6398305084745762,0.6377118644067796,0.0942364437902534,0.1578389830508474,0.1032838983050847,0.09375,0.1756462581347456,0.0455508474576271,0.2838983050847458,0.0736228813559322,0.0010593220338983
mushroom.arff,0.9192981623204894,0.0,0.7774495322501231,0.4992614475627769,0.0500471147037352,0.0315115706548497,0.2763417035942885,0.0039389463318562,0.0406752826781074,0.0,0.164081733136386,0.0064007877892663,0.0025849335302806
statlog_is.arff,0.4638431153595246,7.873061691670939e-06,0.1655844155844155,0.0222222222222222,0.0053359793899573,0.0069264069264069,0.0141414141414141,0.0645021645021645,0.1703985671269337,0.0233766233766233,0.4233766233766233,0.1536796536796536,0.0077922077922077
molecular_promoter.arff,0.9693358055866332,0.6666666666666666,0.8584905660377359,0.8584905660377359,0.0,0.0,0.0188679245283018,0.3773584905660377,0.4643068263809646,0.2169811320754717,0.0471698113207547,0.9716981132075472,0.5377358490566038
spectf_heart.arff,0.9591648520018587,3.602690231501081e-19,0.704119850187266,0.0,0.0756648217306088,0.101123595505618,0.1161048689138576,0.3932584269662921,0.4685793471839742,0.299625468164794,0.1760299625468165,0.7640449438202247,0.1647940074906367
wholesale.arff,0.8480218336520623,0.0004814386837314,0.5818181818181818,0.3795454545454545,0.0690237392311403,0.0818181818181817,0.0522727272727272,0.1931818181818181,0.3427657295186184,0.1318181818181818,0.3568181818181818,0.3,0.0159090909090909
bupa.arff,0.9890315039298296,0.07320217050564,0.9681159420289857,0.8927536231884058,0.1844530656459652,0.289855072463768,0.2956521739130434,0.5884057971014492,0.462278887870468,0.3739130434782609,0.391304347826087,0.8840579710144928,0.017391304347826
forest.arff,0.6506729210480606,5.71546931644935e-06,0.4758742987763477,0.0,0.0199708197543322,0.0212519877661239,0.0222545794115366,0.2504780114722753,0.41831460176055,0.1567877629063097,0.3269598470363288,0.5449330783938815,0.0516252390057361
car.arff,0.9559797636459474,0.1111111111111111,0.5471334612646115,0.209843581686742,0.0870922490537545,0.1042768838122149,0.1192656653944995,0.3535879629629629,0.4068603873456934,0.234375,0.3148148148148148,0.5081018518518519,0.0034722222222222
congressional.arff,0.7732939669524628,1.0,1.0,1.0,0.0351593803455539,0.0367816091954023,0.0114942528735632,0.1218390804597701,0.2394159055039354,0.0689655172413793,0.232183908045977,0.1977011494252873,0.0367816091954023
robot2.arff,0.8664378103037096,0.0046928725563414,0.3614547952047952,0.1045165945165945,0.1047031378258492,0.1243651564484897,0.1384586836747756,0.2127659574468085,0.2546800015584434,0.102127659574468,0.3134751773049645,0.2893617021276595,0.0099290780141843
wilt.arff,0.9929464339355308,6.109406459712846e-05,0.8493490390576566,0.6524075222153337,0.0212893391622478,0.0326513742508782,0.0834883240338912,0.0824550526968381,0.2802398562343923,0.0473238272370324,0.1029138251704897,0.1715230419508162,0.0010332713370531
first.arff,0.98487365628624,0.0,0.8220006538084341,0.0,0.0,0.0,0.058025498528931,0.0699575024517816,0.12054149627568,0.0161817587446878,0.3940830336711343,0.1469434455704478,0.0091533180778032
monks1.arff,0.9659552882935758,0.6666666666666666,0.7535971223021583,0.7535971223021583,0.1437371663244245,0.3345323741007194,0.3039568345323741,0.4118705035971223,0.2366906429458129,0.1654676258992805,0.3525179856115107,0.4784172661870504,0.0107913669064748
robot5.arff,0.8653918479900745,0.0069014589452913,0.4271219503210177,0.1556494705139415,0.0951678631038546,0.1169981913549386,0.1211690119973905,0.1207317073170731,0.2039001835689309,0.0642276422764227,0.5252032520325203,0.1556910569105691,0.0028455284552845
ionosphere.arff,0.9472083580010252,0.0,0.8091168091168092,0.0,0.0553864762638122,0.0569800569800569,0.0911680911680912,0.1737891737891738,0.3228969478724067,0.0911680911680911,0.2592592592592592,0.3133903133903133,0.094017094017094
robot4.arff,0.8730776127672631,0.001839485838842,0.1577060931899641,0.1278375149342891,0.0427713942803586,0.0515830346475507,0.0429958183990442,0.074074074074074,0.1277860421795213,0.0199430199430199,0.5225071225071225,0.0991452991452991,0.0039886039886039
breast_cancer_wis_pro2.arff,0.9814502334172616,1.42248505410607e-06,0.8232323232323232,0.0,0.0921939750791738,0.101010101010101,0.1868686868686868,0.4646464646464646,0.4753546673973571,0.2929292929292929,0.2727272727272727,0.9242424242424242,0.1666666666666666
thyroid_new_thyroid.arff,0.5124959058317218,0.0005063364102064,0.1349849849849849,0.0,0.0020179118801562,0.0073573573573573,0.0018518518518518,0.0883720930232558,0.2493346650011614,0.027906976744186,0.0372093023255813,0.1162790697674418,0.0232558139534883
appendicitis.arff,0.8260444744475395,0.0446420991363289,0.7075471698113207,0.2641509433962264,0.0986114854967182,0.1132075471698113,0.1415094339622641,0.2547169811320754,0.3793831681409204,0.160377358490566,0.2830188679245283,0.3584905660377358,0.0660377358490566
parkinson_speech.arff,0.9552946893252956,0.0001327403205369,0.2119205298013245,0.0,0.0256865895691968,0.0306291390728477,0.0256622516556291,0.1506622516556291,0.3740148263164972,0.0778145695364238,0.2731788079470199,0.5488410596026491,0.0223509933774834
cardio3.arff,0.8882456422650508,0.0001796913746854,0.7609078238605106,0.4611414262964527,0.0413481553195351,0.0613625816700952,0.0691925812725765,0.1566321730950141,0.2652269094557211,0.083725305738476,0.3010348071495766,0.2300094073377234,0.0098777046095954
statlog_australian.arff,0.9126441084794996,0.0014757249079044,0.9666666666666668,0.9333333333333332,0.1250761952189938,0.1434782608695651,0.1246376811594203,0.2913043478260869,0.3646224787211661,0.2072463768115942,0.3333333333333333,0.3681159420289855,0.0202898550724637
D94-trn.arff,0.9696357660753644,0.0080157749162061,0.2196652719665272,0.0,0.0247061859820796,0.0355648535564853,0.0271966527196653,0.1987447698744769,0.4478224304318057,0.1317991631799163,0.0899581589958159,0.8786610878661087,0.0418410041841004
D95-trn.arff,0.9607676401391464,0.0029136492153127,0.1348684210526315,0.0,0.0123276181564977,0.0230263157894736,0.0098684210526315,0.1809210526315789,0.4492514188593445,0.1085526315789473,0.1677631578947368,0.930921052631579,0.0657894736842105
D173-trn.arff,0.995228296966847,0.2144997103791173,0.9686888454011742,0.726027397260274,0.1874116956377939,0.3542074363992172,0.3561643835616438,0.62426614481409,0.1066021170696076,0.1017612524461839,0.273972602739726,0.6046966731898239,0.0391389432485322
D172-trn.arff,0.9538265560665252,0.3792224338313081,0.9727722772277227,0.9183168316831684,0.1579271507672929,0.2722772277227723,0.2103960396039603,0.556930693069307,0.1427947713921606,0.1386138613861386,0.4257425742574257,0.5346534653465347,0.0198019801980198
D254-trn.arff,0.9874867530142912,0.001072197578065,0.310126582278481,0.0,0.0186333781894756,0.0189873417721518,0.0189873417721518,0.0474683544303797,0.2753810680005925,0.0348101265822784,0.0221518987341772,0.0854430379746835,0.0253164556962025
D255-trn.arff,0.9870310825149372,9.995443007618673e-05,0.308695652173913,0.0,0.0253524017104747,0.026086956521739,0.026086956521739,0.0434782608695652,0.3048220620880973,0.0347826086956521,0.0130434782608695,0.1043478260869565,0.0347826086956521
D223-trn.arff,0.9808667980601478,0.0017371306877971,0.4434782608695652,0.0608695652173913,0.0375223507542629,0.0391304347826086,0.0391304347826086,0.0869565217391304,0.3450269028643102,0.0565217391304347,0.0434782608695652,0.1652173913043478,0.0347826086956521
D222-trn.arff,0.9308048625714508,0.0015231567844742,0.3521739130434783,0.0739130434782608,0.0198941089681814,0.026086956521739,0.0086956521739129,0.1130434782608695,0.3423013871883328,0.0739130434782608,0.0565217391304347,0.1782608695652174,0.0347826086956521
D38-trn.arff,0.9976897853078408,0.0111373494443465,0.5208747514910537,0.0815109343936381,0.2570162484004306,0.345924453280318,0.345924453280318,0.4652087475149105,0.4876128063074386,0.3041749502982107,0.1709741550695825,1.0,0.0397614314115308
D39-trn.arff,0.9967981726551955,0.0097059299054097,0.5474006116207951,0.0,0.2635109553210749,0.3577981651376146,0.3577981651376146,0.4862385321100917,0.4890039715882511,0.3577981651376147,0.2262996941896024,1.0,0.0611620795107033
D196-trn.arff,0.9946881946460956,0.0004765137354804,0.7943722943722944,0.1601731601731601,0.055214704672921,0.0584415584415584,0.0584415584415584,0.1277056277056277,0.4437284755927203,0.0822510822510822,0.08008658008658,0.8766233766233766,0.0432900432900432
D197-trn.arff,0.998070548139623,0.0054138062386476,0.8802992518703242,0.3241895261845386,0.0739030023096671,0.0798004987531172,0.0798004987531172,0.1870324189526184,0.454077090823049,0.1221945137157107,0.0673316708229426,0.9576059850374063,0.0498753117206982
D71-trn.arff,0.9684884623556002,0.0042552916563921,0.4006622516556291,0.0331125827814569,0.0754178959869834,0.1059602649006622,0.0894039735099337,0.3443708609271523,0.4705714442967233,0.2317880794701986,0.1754966887417218,0.9834437086092715,0.0662251655629139
D104-trn.arff,0.9688698857036168,0.0596287857627115,0.3939962476547842,0.1951219512195122,0.0501507187574011,0.0694183864915571,0.0412757973733584,0.2889305816135084,0.4644736134752494,0.1838649155722326,0.1444652908067542,0.9793621013133208,0.0375234521575985
D105-trn.arff,0.9703557578445452,0.0198087397327251,0.3594249201277955,0.1741214057507987,0.0604855600145181,0.0718849840255591,0.0543130990415335,0.2380191693290735,0.4610428999113641,0.1325878594249201,0.218849840255591,0.9760383386581468,0.0319488817891373
D70-trn.arff,0.9683085447629456,0.0417877538586806,0.4952076677316294,0.2364217252396166,0.0773941690912932,0.1054313099041533,0.0702875399361022,0.3706070287539936,0.4684309072058345,0.2332268370607028,0.2204472843450479,0.9808306709265175,0.0638977635782747
D45-trn.arff,0.9848477219382614,0.0189230462190786,0.83,0.53,0.1182911942675415,0.2033333333333333,0.1733333333333333,0.5166666666666667,0.4873254530431508,0.4,0.2633333333333333,0.9966666666666668,0.0666666666666666
D131-trn.arff,0.9969675654163694,3.12441868795301e-05,0.2539325842696629,0.0,0.0450643776824789,0.047191011235955,0.047191011235955,0.1640449438202247,0.4519996417572319,0.1078651685393258,0.047191011235955,0.8808988764044944,0.0449438202247191
D44-trn.arff,0.9975449712843532,0.0063525231243823,0.8355263157894737,0.0394736842105263,0.230377303907789,0.2993421052631578,0.2993421052631578,0.5098684210526315,0.4874899742091975,0.3552631578947368,0.2763157894736842,1.0,0.0657894736842105
D5-trn.arff,0.9978186454613226,0.0903211957000732,0.97,0.6733333333333333,0.189625009697906,0.39,0.4166666666666666,0.6666666666666666,0.5010924628304986,0.5366666666666666,0.28,1.0,0.0666666666666666
D4-trn.arff,0.997004470048398,0.0524039200225904,0.9667774086378738,0.717607973421927,0.1833883283906421,0.3720930232558139,0.3953488372093023,0.6777408637873754,0.5008108939782109,0.5282392026578073,0.3455149501661129,1.0,0.0664451827242525
D179-trn.arff,0.974052373220392,0.0005354380937778,0.1889763779527559,0.0,0.0116237858680439,0.0157480314960629,0.010498687664042,0.1102362204724409,0.4260511577626568,0.0682414698162729,0.0393700787401574,0.7795275590551181,0.0524934383202099
D178-trn.arff,0.9976037053836097,3.084012649932377e-06,0.2292358803986711,0.0,0.03215432278938,0.0332225913621262,0.0332225913621262,0.1063122923588039,0.4402252843875671,0.0697674418604651,0.0398671096345514,0.7574750830564784,0.0664451827242525
D285-trn.arff,0.9749378359116874,0.0777977361597622,0.9621928166351608,0.7051039697542533,0.1326536731326886,0.1852551984877126,0.1493383742911153,0.4158790170132325,0.0950637137473886,0.052930056710775,0.2684310018903592,0.5992438563327032,0.0378071833648393
D284-trn.arff,0.9043935502833528,0.0774938607022487,0.8391089108910891,0.7128712871287128,0.1142422758505523,0.188118811881188,0.1287128712871287,0.3663366336633663,0.0966354635260909,0.0569306930693069,0.3564356435643564,0.3836633663366336,0.0198019801980198
D217-trn.arff,0.978707207828898,0.0001249837977548,0.3116883116883117,0.0,0.0332882368315275,0.0389610389610389,0.0389610389610389,0.0562770562770562,0.3160295710413673,0.0346320346320346,0.0562770562770562,0.1298701298701298,0.0346320346320346
D216-trn.arff,0.9837643504503372,0.0001016111333371,0.2943722943722944,0.0,0.0293802280266388,0.0303030303030302,0.0303030303030302,0.0562770562770562,0.3067706389874179,0.0346320346320346,0.0216450216450216,0.1038961038961039,0.0346320346320346
D260-trn.arff,0.9931165998392996,0.0027243919953115,0.5247524752475248,0.1221122112211221,0.0194174559863782,0.0198019801980198,0.0198019801980198,0.0462046204620462,0.294781719906807,0.0363036303630363,0.0396039603960396,0.1221122112211221,0.0264026402640264
D261-trn.arff,0.9780662712999996,0.0012256004294664,0.4347826086956521,0.0130434782608695,0.0325280472327158,0.0391304347826086,0.0347826086956521,0.0739130434782608,0.3238436415484206,0.0434782608695652,0.0521739130434782,0.1521739130434782,0.0347826086956521
D147-trn.arff,0.9655058248758502,0.0575261904862489,0.4095127610208817,0.2935034802784222,0.0729559539147433,0.1090487238979118,0.0487238979118329,0.3491879350348028,0.4729708674750114,0.2296983758700696,0.2517401392111369,0.9907192575406032,0.0232018561484918
D32-trn.arff,0.9981353825565314,0.0034177684732315,0.4059405940594059,0.0,0.1743869253657887,0.2112211221122112,0.2112211221122112,0.528052805280528,0.4916106479320776,0.429042904290429,0.1947194719471947,1.0,0.066006600660066
D33-trn.arff,0.9986844112540204,0.0081279111241195,0.410828025477707,0.0,0.1928020570290339,0.2388535031847133,0.2388535031847133,0.4968152866242038,0.4867807714380849,0.3694267515923566,0.1560509554140127,0.9904458598726116,0.0636942675159235
