dataset,F1,F2,F3,F4,L1,L2,L3,N1,N2,N3,N4,T1,T2
D146-trn.arff,0.9593740077850552,0.0638098578470653,0.3462532299741602,0.0542635658914728,0.0361831758231204,0.0439276485788113,0.0232558139534884,0.3178294573643411,0.4690744847789597,0.2041343669250646,0.2351421188630491,0.9896640826873384,0.0516795865633074
D229-trn.arff,0.9831968139300442,0.0040877014763505,0.6510638297872341,0.0893617021276595,0.0368437802207405,0.0382978723404255,0.0382978723404255,0.1063829787234042,0.3488418815454173,0.0808510638297872,0.0680851063829787,0.1617021276595744,0.0340425531914893
D228-trn.arff,0.9356882755486158,0.0003522774329248,0.5879828326180258,0.1158798283261802,0.0274938913734876,0.0429184549356223,0.0343347639484978,0.1287553648068669,0.3537602521797041,0.0901287553648068,0.1072961373390558,0.2274678111587982,0.0343347639484978
D58-trn.arff,0.9976050935513592,0.0018919091863673,0.322289156626506,0.0,0.1354166663288483,0.1566265060240963,0.1566265060240963,0.3614457831325301,0.475479835605818,0.253012048192771,0.1415662650602409,0.9969879518072288,0.0602409638554216
D59-trn.arff,0.9971099962226816,0.0012408537006831,0.3245901639344262,0.0,0.1359772582844296,0.1573770491803279,0.1573770491803279,0.4295081967213114,0.4836161032742554,0.2983606557377049,0.1147540983606557,0.99672131147541,0.0655737704918032
D243-trn.arff,0.9961903321464808,0.0273826475114973,0.9358288770053476,0.6702317290552585,0.1786237188872423,0.2174688057040998,0.2174688057040998,0.4188948306595365,0.1872296734448404,0.1443850267379679,0.17825311942959,0.6898395721925134,0.035650623885918
D242-trn.arff,0.988644559813186,0.0486594426621581,0.8939130434782608,0.6956521739130435,0.1244806930563061,0.1721739130434783,0.1495652173913043,0.3373913043478261,0.1649154178122389,0.1217391304347826,0.1460869565217391,0.6678260869565218,0.0347826086956521
D298-trn.arff,0.9921934198421954,0.071053286471599,0.8704318936877077,0.6511627906976745,0.1724661421751098,0.3554817275747508,0.2657807308970099,0.7308970099667774,0.5072309237887317,0.5880398671096345,0.2757475083056478,1.0,0.0664451827242525
D299-trn.arff,0.9981672734666324,0.0118485306071751,0.66,0.0,0.2081423143991415,0.3866666666666667,0.4266666666666666,0.6966666666666667,0.5007787626127616,0.5,0.27,1.0,0.0666666666666666
D164-trn.arff,0.9672414765812358,0.7735368639682791,0.9938650306748468,0.9754601226993864,0.1091892680610141,0.1533742331288343,0.1411042944785275,0.3098159509202454,0.4149628045124686,0.2116564417177914,0.2576687116564417,0.4938650306748466,0.0245398773006134
D11-trn.arff,0.996909481735176,0.0109710613737638,0.5164473684210527,0.0,0.2603257685907419,0.3519736842105263,0.3519736842105263,0.6019736842105263,0.4952209678238534,0.4375,0.2467105263157894,1.0,0.0657894736842105
D10-trn.arff,0.997257672056862,0.0046430122780911,0.4768211920529801,0.0,0.2524751606141365,0.3377483443708609,0.3377483443708609,0.5993377483443708,0.4972665062734697,0.4503311258278146,0.2119205298013245,1.0,0.0662251655629139
D165-trn.arff,0.8995614050401255,0.0506191623765785,0.7931034482758621,0.5517241379310345,0.106267826949855,0.1594827586206896,0.1120689655172413,0.3275862068965517,0.4315410996100335,0.2068965517241379,0.3146551724137931,0.625,0.0344827586206896
D82-trn.arff,0.9299950290214988,0.1370837558228882,0.975736568457539,0.9341421143847488,0.1382493253297853,0.2305025996533796,0.1681109185441941,0.4488734835355286,0.460145525179568,0.3136915077989601,0.3483535528596187,0.7175043327556326,0.0138648180242634
D66-trn.arff,0.9967267598933282,0.0031525879725243,0.4571428571428571,0.0,0.1923076880111754,0.2380952380952381,0.2380952380952381,0.4698412698412698,0.4853848512747196,0.346031746031746,0.1904761904761904,0.9936507936507936,0.0634920634920634
D113-trn.arff,0.9975786284228988,0.0064289039351939,0.8232044198895028,0.001841620626151,0.1871248092791778,0.2302025782688765,0.2302025782688765,0.3535911602209944,0.4663291752942772,0.1988950276243093,0.2265193370165746,0.9871086556169428,0.0368324125230202
D112-trn.arff,0.9883060107454128,0.0128806205504777,0.8160919540229885,0.4655172413793103,0.1190069017105324,0.1925287356321838,0.1695402298850574,0.3477011494252873,0.4764336508344747,0.2327586206896551,0.1350574712643678,0.985632183908046,0.057471264367816
D67-trn.arff,0.9972585546435968,0.0084009247995264,0.4705882352941176,0.0,0.2224532344341915,0.286096256684492,0.286096256684492,0.4331550802139037,0.4791612845094783,0.2540106951871658,0.1898395721925133,0.9946524064171124,0.053475935828877
D181-trn.arff,0.9974860167932532,1.3168565075517768e-05,0.217391304347826,0.0,0.0391644907911393,0.0407608695652174,0.0407608695652174,0.125,0.4455319856705433,0.0788043478260869,0.0434782608695652,0.8152173913043478,0.0543478260869565
D180-trn.arff,0.9751281459874696,0.0010209317339008,0.18,0.0,0.0173720483263295,0.02,0.0228571428571429,0.1057142857142857,0.4241402614626432,0.0514285714285714,0.0428571428571428,0.72,0.0571428571428571
D234-trn.arff,0.9866421141290308,0.0282670708278824,0.7341463414634146,0.5487804878048781,0.0509259159481435,0.0536585365853659,0.0536585365853659,0.1146341463414634,0.3409591402455033,0.0707317073170731,0.0707317073170731,0.2219512195121951,0.0195121951219512
D235-trn.arff,0.9862548331547176,0.2809368923849171,0.7721518987341772,0.6392405063291139,0.0453166581969555,0.0474683544303797,0.0474683544303797,0.110759493670886,0.3451980174660426,0.0727848101265822,0.0664556962025316,0.1930379746835443,0.0253164556962025
D200-trn.arff,0.9970477489479868,0.008070200525005,0.4935064935064935,0.0503246753246753,0.2222222222222095,0.2857142857142857,0.2857142857142857,0.3863636363636363,0.1363087227164397,0.0811688311688311,0.1996753246753246,0.6347402597402597,0.0324675324675324
D201-trn.arff,0.9856927470352144,0.1688335409221385,0.953551912568306,0.9016393442622952,0.08270676451974,0.0901639344262295,0.0901639344262295,0.2240437158469945,0.383659528392,0.1530054644808743,0.1284153005464481,0.3469945355191257,0.0218579234972677
D89-trn.arff,0.9457022945984,0.2089699240527734,0.9490196078431372,0.8666666666666667,0.1562020692949388,0.2431372549019608,0.203921568627451,0.5450980392156862,0.4779883696328901,0.4156862745098039,0.3254901960784314,0.7843137254901961,0.0313725490196078
D88-trn.arff,0.9272383853118084,0.3766924385680402,0.9834710743801652,0.7644628099173554,0.1324361087752898,0.2107438016528925,0.1735537190082644,0.4628099173553719,0.4470605374614452,0.3140495867768595,0.3925619834710744,0.6652892561983471,0.0330578512396694
D292-trn.arff,0.96998676577118,0.0010685645146978,0.3128205128205128,0.0871794871794871,0.0333548129323221,0.0435897435897435,0.0487179487179487,0.1076923076923077,0.077813611253538,0.023076923076923,0.041025641025641,0.1461538461538461,0.0205128205128205
D293-trn.arff,0.9738808630771104,0.0008057710716618,0.3082901554404145,0.0673575129533678,0.0325697166992215,0.038860103626943,0.0440414507772021,0.1036269430051813,0.0728880537153902,0.0207253886010362,0.038860103626943,0.1113989637305699,0.0207253886010362
D249-trn.arff,0.9546099709018658,0.160182629373625,0.8618925831202046,0.7595907928388747,0.1478221606354541,0.1841432225063938,0.1918158567774935,0.4424552429667519,0.0924595794472379,0.0792838874680307,0.3631713554987212,0.4526854219948849,0.0204603580562659
D248-trn.arff,0.9110732500609036,0.0710021222059324,0.9002557544757033,0.7851662404092071,0.1241067462590659,0.1508951406649616,0.1585677749360613,0.329923273657289,0.0950490271457744,0.0537084398976982,0.3248081841432225,0.4092071611253197,0.0204603580562659
D127-trn.arff,0.9959866481391352,0.0491920129794635,0.9835255354200988,0.8023064250411862,0.1865371435451115,0.3953871499176277,0.3920922570016474,0.5601317957166392,0.2272512457935603,0.1993410214168039,0.2767710049423393,0.729818780889621,0.0329489291598023
D126-trn.arff,0.9967097431396847,0.0796103150132048,0.9821717990275528,0.8152350081037277,0.1861854744097839,0.3841166936790924,0.4343598055105349,0.6612641815235009,0.2352937242314391,0.2544570502431118,0.3095623987034036,0.7341977309562399,0.0324149108589951
D53-trn.arff,0.9467205411171032,0.3603030704558598,0.97119341563786,0.8847736625514403,0.147996195499633,0.2757201646090534,0.1810699588477365,0.51440329218107,0.4640748221484186,0.3786008230452675,0.3580246913580246,0.7530864197530864,0.0329218106995884
D150-trn.arff,0.9951556396202592,0.0014303858990941,0.8093306288032455,0.2636916835699797,0.0819366852793168,0.0892494929006085,0.0892494929006085,0.2454361054766734,0.4639742518538979,0.1643002028397566,0.1176470588235294,0.9574036511156186,0.0405679513184584
D25-trn.arff,0.96278896655451,0.1941694296610916,0.97008547008547,0.8760683760683761,0.1672247496695066,0.2948717948717948,0.2564102564102564,0.594017094017094,0.4922878563917294,0.452991452991453,0.3931623931623931,0.8717948717948718,0.0341880341880341
D24-trn.arff,0.9377972438486096,0.2898391431665916,0.8154506437768241,0.7553648068669528,0.1262512041742139,0.223175965665236,0.223175965665236,0.6051502145922747,0.4832907117566283,0.4592274678111588,0.3862660944206008,0.7381974248927039,0.0343347639484978
D151-trn.arff,0.9646335723289572,0.0693281649914121,0.3939732142857143,0.2890625,0.0644235418927603,0.0982142857142857,0.0535714285714286,0.3236607142857143,0.4724067629293073,0.2131696428571428,0.2578125,0.9944196428571428,0.0223214285714285
D277-trn.arff,0.9793283693427324,0.0298289795781847,0.7877629063097514,0.4837476099426386,0.1432848263128956,0.2065009560229446,0.1701720841300191,0.4149139579349904,0.1043035839971624,0.0841300191204589,0.2351816443594646,0.6042065009560229,0.0382409177820267
D276-trn.arff,0.9834551159387296,0.0100630622663737,0.9185185185185184,0.3925925925925926,0.073624829893292,0.0833333333333333,0.087037037037037,0.2203703703703703,0.1012414328747738,0.0518518518518518,0.0851851851851851,0.5777777777777777,0.037037037037037
D119-trn.arff,0.9121443131325302,0.0433925407535548,0.9297520661157024,0.7975206611570248,0.1089475663414124,0.1322314049586777,0.1033057851239669,0.3181818181818182,0.435623128981036,0.2066115702479339,0.2314049586776859,0.6363636363636364,0.0330578512396694
D118-trn.arff,0.998791931407318,0.0806330093487958,0.9685658153241652,0.7524557956777996,0.1723577235771785,0.2082514734774067,0.2082514734774067,0.4302554027504912,0.4815891122465502,0.3025540275049116,0.1591355599214145,0.9980353634577604,0.0392927308447937
D244-trn.arff,0.9571182254026348,0.2012821113596057,0.9522727272727272,0.8818181818181818,0.1009758214844726,0.1227272727272726,0.1181818181818181,0.2772727272727273,0.1747729975848436,0.109090909090909,0.1386363636363636,0.4159090909090909,0.0181818181818181
D245-trn.arff,0.9414092712441028,0.0322253185924571,0.9014778325123152,0.6970443349753694,0.1031347398924217,0.1650246305418719,0.1280788177339901,0.3251231527093596,0.1224009616613201,0.0788177339901477,0.1748768472906404,0.4014778325123153,0.0197044334975369
D84-trn.arff,0.980034298717678,0.0500120727949377,0.970873786407767,0.7022653721682848,0.1466300941329957,0.2200647249190939,0.1844660194174757,0.5307443365695793,0.4870862236576446,0.3527508090614886,0.2783171521035599,0.9935275080906149,0.0647249190938511
D85-trn.arff,0.9821047658465468,0.244437232919424,0.9540816326530612,0.7704081632653061,0.1427635924397818,0.2321428571428571,0.2193877551020407,0.5408163265306123,0.4877185196909344,0.3392857142857143,0.288265306122449,0.9974489795918368,0.0510204081632653
D16-trn.arff,0.99339541581565,0.0082719096420063,0.631578947368421,0.0,0.1813811119667309,0.3710526315789474,0.3710526315789474,0.4947368421052631,0.4836491007737055,0.3105263157894737,0.2578947368421053,1.0,0.0526315789473684
D163-trn.arff,0.9591831316544592,0.3180038126555896,0.9709302325581396,0.9534883720930232,0.1126656108868272,0.1550387596899225,0.1414728682170543,0.3178294573643411,0.4170797904540321,0.2015503875968992,0.2713178294573643,0.5155038759689923,0.0155038759689922
D162-trn.arff,0.952800482216316,0.3222411726164343,0.99079754601227,0.9447852760736196,0.106308209067346,0.1411042944785275,0.1319018404907975,0.3067484662576687,0.4043578858755036,0.1901840490797546,0.2208588957055214,0.5,0.0245398773006134
D17-trn.arff,0.998368723999658,0.0223777734155588,0.6427480916030535,0.1755725190839694,0.1777972953235427,0.4305343511450381,0.4396946564885496,0.5053435114503817,0.4862636954377621,0.316030534351145,0.2839694656488549,1.0,0.0305343511450381
D186-trn.arff,0.939659498750062,0.0061531036925317,0.4344262295081967,0.1885245901639344,0.056753715088791,0.0614754098360655,0.069672131147541,0.1598360655737705,0.3692358732486978,0.110655737704918,0.0491803278688524,0.2581967213114754,0.0327868852459016
D187-trn.arff,0.9634037194583154,0.0093638761545609,0.4396551724137931,0.2758620689655172,0.0564687113775447,0.086206896551724,0.0732758620689655,0.168103448275862,0.3788679614766051,0.125,0.0560344827586206,0.2758620689655172,0.0344827586206896
D114-trn.arff,0.9978251779939776,0.0284295330180853,0.9452332657200812,0.6673427991886409,0.1572649572648214,0.1866125760649087,0.1866125760649087,0.4077079107505071,0.4780413262170889,0.2576064908722109,0.1298174442190669,0.9898580121703854,0.0405679513184584
D61-trn.arff,0.9973115404560542,0.0019994600461164,0.3161094224924012,0.0,0.1342105262635842,0.1550151975683891,0.1550151975683891,0.364741641337386,0.4758326169717226,0.2462006079027355,0.1155015197568389,0.993920972644377,0.060790273556231
D60-trn.arff,0.967425373289514,0.024340968123,0.2691029900332226,0.0,0.0526512013869041,0.043189368770764,0.0398671096345515,0.3122923588039867,0.4638791170617883,0.1827242524916943,0.1262458471760797,0.9867109634551496,0.0664451827242525
D115-trn.arff,0.9980902828627528,0.0261020193153969,0.8571428571428571,0.4817275747508305,0.1497175142449545,0.1760797342192691,0.1760797342192691,0.3853820598006645,0.4752312070493283,0.26578073089701,0.1096345514950166,0.973421926910299,0.0664451827242525
D233-trn.arff,0.9817988439591036,0.0100970202047818,0.8,0.1347826086956521,0.0455810478370714,0.0478260869565216,0.0478260869565216,0.1043478260869565,0.3466028855838333,0.0565217391304347,0.0347826086956521,0.1652173913043478,0.0347826086956521
D232-trn.arff,0.9847601720489818,0.1997938584666725,0.7725409836065574,0.680327868852459,0.0542634130807322,0.0573770491803278,0.0573770491803278,0.1127049180327868,0.3450018269694728,0.0737704918032786,0.0799180327868852,0.2438524590163934,0.0163934426229508
D28-trn.arff,0.9990621408163132,0.057240691285545,0.9824120603015076,0.7939698492462312,0.1925686658817171,0.4497487437185929,0.4246231155778894,0.6582914572864321,0.4989367170092456,0.4798994974874372,0.278894472361809,1.0,0.050251256281407
D29-trn.arff,0.9730345371348238,0.2212709525807591,0.9741379310344828,0.9094827586206896,0.1797069806507411,0.3448275862068966,0.271551724137931,0.6422413793103449,0.4964678255103821,0.4913793103448275,0.375,0.8362068965517241,0.0344827586206896
D169-trn.arff,0.9553700253772052,0.3016161674553742,0.975609756097561,0.9113082039911308,0.1427829017332569,0.2926829268292683,0.2394678492239468,0.4722838137472284,0.2071093963730407,0.1729490022172949,0.3592017738359201,0.5676274944567627,0.0177383592017738
D168-trn.arff,0.942123343568582,0.2836503149164259,0.9933665008291874,0.9519071310116086,0.1404211819273693,0.24212271973466,0.2354892205638474,0.4709784411276949,0.3599703581653226,0.2504145936981758,0.3565505804311774,0.6434494195688225,0.0132669983416252
D295-trn.arff,0.97072273410508,0.0008057710716618,0.3084832904884318,0.0668380462724935,0.0325668925871294,0.0437017994858611,0.038560411311054,0.0976863753213367,0.0729710800386788,0.0205655526992287,0.0488431876606683,0.1079691516709511,0.0205655526992287
D294-trn.arff,0.9697080576851758,0.0010685645146978,0.3145780051150895,0.0895140664961636,0.0362706741039878,0.0460358056265984,0.0460358056265984,0.1099744245524296,0.0792187396779923,0.0255754475703324,0.0895140664961636,0.1355498721227621,0.0204603580562659
D207-trn.arff,0.949210047381012,0.0594363512348022,0.959731543624161,0.8903803131991052,0.1222825168858273,0.1834451901565995,0.1610738255033557,0.3847874720357941,0.2164167378212668,0.1565995525727069,0.3020134228187919,0.5346756152125279,0.017897091722595
D206-trn.arff,0.9836079238668112,0.397873233446392,0.9914285714285714,0.9685714285714284,0.1002570693731833,0.1114285714285714,0.1114285714285714,0.2771428571428571,0.4121474629901669,0.1685714285714285,0.14,0.4285714285714285,0.0228571428571428
D120-trn.arff,0.9423787312687072,0.3700810440585961,0.9678030303030304,0.9507575757575758,0.1169333834578492,0.1628787878787878,0.1647727272727273,0.3977272727272727,0.4369099764905567,0.2803030303030303,0.2821969696969697,0.5833333333333334,0.0151515151515151
D55-trn.arff,0.9473575285075956,0.5150826948498297,0.997229916897507,0.96398891966759,0.1511510180440319,0.2493074792243766,0.1828254847645429,0.5650969529085873,0.4827033790232851,0.4127423822714681,0.3822714681440443,0.7700831024930748,0.0221606648199446
D54-trn.arff,0.9462613009934396,0.3843623719040112,0.9936440677966102,0.9639830508474576,0.1491537514374177,0.2648305084745762,0.1927966101694915,0.5042372881355932,0.460666048294972,0.3728813559322034,0.3834745762711864,0.7563559322033898,0.0169491525423728
D121-trn.arff,0.9516182049581678,0.1272474226110367,0.9068627450980392,0.8578431372549019,0.1328216798779793,0.1936274509803921,0.1764705882352941,0.4313725490196078,0.4330674286993036,0.2720588235294117,0.3088235294117647,0.6200980392156863,0.0196078431372549
D22-trn.arff,0.9977614482601356,0.0892716027461933,0.9791666666666666,0.8217592592592593,0.2763733955657229,0.3819444444444444,0.3819444444444444,0.6319444444444444,0.4954243795264321,0.4699074074074074,0.2569444444444444,1.0,0.0462962962962962
D157-trn.arff,0.9931841196094602,0.0111226132888819,0.9681274900398408,0.5398406374501992,0.1284722222223688,0.147410358565737,0.147410358565737,0.3266932270916334,0.4726387895532171,0.2250996015936255,0.1693227091633466,0.9860557768924304,0.0398406374501992
D156-trn.arff,0.9861078855157192,0.025858415732517,0.8172757475083057,0.4285714285714285,0.0905376723964916,0.1262458471760797,0.1196013289036544,0.2358803986710963,0.4605871069664455,0.1395348837209302,0.1129568106312292,0.9767441860465116,0.0664451827242525
D23-trn.arff,0.9907679965607068,0.0742491543435391,0.9090909090909092,0.6071428571428571,0.1788038946515903,0.2987012987012987,0.3019480519480519,0.6331168831168831,0.4966544544740501,0.4707792207792208,0.3051948051948052,1.0,0.0649350649350649
D239-trn.arff,0.9820957905388276,0.110324180477689,0.9767441860465116,0.9093023255813952,0.0792290118695451,0.086046511627907,0.086046511627907,0.1674418604651162,0.3619031894060869,0.1069767441860465,0.1162790697674418,0.3162790697674418,0.0186046511627906
D238-trn.arff,0.9794941913695898,0.2513441831240463,0.9434343434343434,0.8787878787878788,0.0712946401417007,0.0767676767676768,0.0767676767676768,0.1616161616161616,0.3608174815584318,0.109090909090909,0.1171717171717171,0.2909090909090909,0.0161616161616161
D270-trn.arff,0.9650175214811584,0.0632290507074014,0.4459691252144082,0.2298456260720411,0.0600255769010982,0.072041166380789,0.0497427101200685,0.3018867924528302,0.1326144166251872,0.0771869639794168,0.2126929674099485,0.6346483704974271,0.0343053173241852
D271-trn.arff,0.9578048547222768,0.0209418710386548,0.8611764705882353,0.6705882352941176,0.1017493918401634,0.1247058823529412,0.1341176470588235,0.2776470588235294,0.1493594911530467,0.0988235294117647,0.1976470588235294,0.4094117647058823,0.0188235294117647
D288-trn.arff,0.9987081621228856,0.0105799889557921,0.6225165562913907,0.0,0.1920465679351838,0.4536423841059602,0.4403973509933775,0.6887417218543046,0.5006543850141005,0.4801324503311258,0.2649006622516556,1.0,0.0662251655629139
D289-trn.arff,0.9980653611808744,0.0265728176953851,0.6323529411764706,0.0,0.1895937781536574,0.4215686274509803,0.4142156862745098,0.5612745098039216,0.4902650832942891,0.3897058823529412,0.2622549019607843,0.9975490196078431,0.0490196078431372
D174-trn.arff,0.9924026654037036,0.0564652491382855,0.9712230215827338,0.7410071942446043,0.190460026560391,0.3507194244604317,0.2967625899280576,0.6097122302158273,0.1776484058506202,0.1690647482014388,0.2949640287769784,0.6780575539568345,0.0359712230215827
D93-trn.arff,0.9628049433224364,0.0015066193666424,0.1291390728476821,0.0,0.0180272934836958,0.0231788079470198,0.0298013245033113,0.1721854304635761,0.4470623458244164,0.1158940397350993,0.152317880794702,0.9238410596026492,0.0662251655629139
D92-trn.arff,0.9967184580721656,0.0002486908812997,0.2349397590361445,0.0,0.0879120880295362,0.0963855421686746,0.0963855421686746,0.2650602409638554,0.4677954114276389,0.1777108433734939,0.1054216867469879,0.9698795180722892,0.0602409638554216
D48-trn.arff,0.9864520675206476,0.0116980816351244,0.8566775244299675,0.4723127035830619,0.1570093242866231,0.247557003257329,0.2377850162866449,0.5374592833876222,0.4906902300601379,0.3876221498371335,0.3159609120521172,1.0,0.0651465798045602
D49-trn.arff,0.9976136098017694,0.0754782303878507,0.9783549783549784,0.7683982683982684,0.2376237624870958,0.3116883116883117,0.3116883116883117,0.564935064935065,0.4957056654803619,0.4155844155844156,0.277056277056277,0.997835497835498,0.0432900432900432
D253-trn.arff,0.976260063818604,8.491500696721321e-06,0.2875536480686695,0.0,0.0079385949442974,0.0128755364806867,0.0085836909871244,0.03862660944206,0.3009581327637746,0.0300429184549356,0.0214592274678111,0.0729613733905579,0.0343347639484978
D252-trn.arff,0.9689625957078452,2.6899385917103427e-05,0.2519685039370078,0.0,0.0151491971078762,0.0236220472440944,0.031496062992126,0.0629921259842519,0.3054826268132658,0.0472440944881889,0.0275590551181102,0.0944881889763779,0.0314960629921259
D8-trn.arff,0.995905039855218,0.0102622870356834,0.5305466237942122,0.0385852090032154,0.2433073031154071,0.3215434083601286,0.3215434083601286,0.5627009646302251,0.4927012062831482,0.4019292604501607,0.2154340836012861,0.9967845659163987,0.0643086816720257
D9-trn.arff,0.997224162312472,0.0060367501802259,0.5427631578947368,0.006578947368421,0.2493827381866805,0.3322368421052631,0.3322368421052631,0.6019736842105263,0.4927491314425308,0.4539473684210526,0.2236842105263158,0.993421052631579,0.0657894736842105
D224-trn.arff,0.9764840234310034,0.0023272691119758,0.3858267716535433,0.0,0.0337810362661966,0.0393700787401575,0.0393700787401575,0.0748031496062992,0.3329857248841965,0.0433070866141732,0.0236220472440944,0.1574803149606299,0.0314960629921259
D225-trn.arff,0.976629350699448,0.0021049415222031,0.396551724137931,0.1336206896551724,0.0487172249698873,0.0560344827586206,0.0560344827586206,0.1163793103448275,0.3466271681340166,0.0818965517241379,0.0646551724137931,0.1767241379310344,0.0344827586206896
D103-trn.arff,0.9743527882072148,0.0095439618829421,0.3866666666666666,0.0,0.0583825581644965,0.0699999999999999,0.05,0.3266666666666666,0.466703806828181,0.2266666666666666,0.1,0.9733333333333334,0.0666666666666666
D76-trn.arff,0.973425691164147,0.0162587088042789,0.5792880258899676,0.284789644012945,0.1100090406705823,0.1779935275080906,0.1326860841423948,0.5598705501618123,0.4929657749195763,0.4077669902912621,0.2750809061488673,0.9967637540453076,0.0647249190938511
D102-trn.arff,0.9663950455760272,0.0718881185336976,0.4006514657980456,0.0521172638436482,0.0718222152968806,0.0846905537459283,0.0586319218241042,0.4071661237785016,0.4825439189976457,0.2964169381107492,0.257328990228013,0.990228013029316,0.0651465798045602
D191-trn.arff,0.94272038079497,0.0008513860356506,0.4145299145299145,0.188034188034188,0.0361570176106477,0.0555555555555555,0.0512820512820513,0.1538461538461538,0.374792108743476,0.1153846153846153,0.1111111111111111,0.2649572649572649,0.0341880341880341
D190-trn.arff,0.9831025522744724,0.0008544064452049,0.4503311258278146,0.0,0.0551798895096988,0.0496688741721854,0.0695364238410596,0.1655629139072847,0.4429545876672597,0.0960264900662251,0.0695364238410596,0.8112582781456954,0.0662251655629139
D2-trn.arff,0.9660977887292984,0.19383633463756,0.9653679653679652,0.8701298701298701,0.1759715234134972,0.3116883116883117,0.2857142857142857,0.6406926406926406,0.5037339998405685,0.4588744588744589,0.3939393939393939,0.8961038961038961,0.0346320346320346
D3-trn.arff,0.9983508035013816,0.1406202710699659,0.9843260188087776,0.7648902821316614,0.1866303634577513,0.445141065830721,0.4294670846394984,0.6959247648902821,0.503608448046985,0.5297805642633229,0.3072100313479624,1.0,0.0626959247648902
D259-trn.arff,0.961153982003889,1.9820958025368177e-05,0.3170731707317073,0.0,0.0194670274636247,0.0284552845528455,0.0203252032520325,0.065040650406504,0.3222648668274464,0.0365853658536585,0.032520325203252,0.1219512195121951,0.032520325203252
D258-trn.arff,0.9892776027779782,0.0003438039581151,0.3939393939393939,0.0,0.0201864344791921,0.0216450216450216,0.0216450216450216,0.0389610389610389,0.2967025730631291,0.0259740259740259,0.0346320346320346,0.0865800865800865,0.0346320346320346
D137-trn.arff,0.9718193685481564,0.0024825258431302,0.2674772036474164,0.0,0.0138163191184345,0.0182370820668692,0.0243161094224924,0.1641337386018237,0.4371695055493069,0.1003039513677811,0.0486322188449848,0.8328267477203647,0.060790273556231
D42-trn.arff,0.9958102576437732,0.0084451212802681,0.7088607594936709,0.0,0.2286796687222154,0.2689873417721519,0.2784810126582279,0.5189873417721519,0.4833187399938635,0.3322784810126582,0.2658227848101265,0.9968354430379748,0.0632911392405063
D43-trn.arff,0.9948428586983756,0.0108522115695238,0.6306954436450839,0.0,0.1831961389853693,0.3741007194244604,0.3333333333333333,0.4844124700239808,0.4825101968299652,0.3069544364508393,0.2613908872901678,0.9928057553956836,0.0479616306954436
D136-trn.arff,0.978173096270879,0.003087765170639,0.2274509803921568,0.0,0.0287140626296736,0.0294117647058823,0.0156862745098039,0.1411764705882353,0.4357653630936016,0.0901960784313725,0.0568627450980392,0.7509803921568627,0.0392156862745098
D210-trn.arff,0.998064258482971,0.0368069849892793,0.946917808219178,0.7003424657534246,0.2032742155526219,0.2551369863013698,0.2551369863013698,0.4845890410958904,0.220113228235465,0.1780821917808219,0.1866438356164383,0.7243150684931506,0.0342465753424657
D211-trn.arff,0.9470599041985888,0.0388083543529105,0.8846153846153846,0.7764423076923077,0.1182741816765875,0.1826923076923077,0.1418269230769231,0.3725961538461538,0.1639859539421643,0.1201923076923077,0.25,0.4951923076923077,0.0192307692307692
D99-trn.arff,0.9972898526424424,0.0107383390204907,0.3584415584415584,0.0129870129870129,0.13092550789999,0.1506493506493507,0.1506493506493507,0.3376623376623376,0.4729935288232527,0.2389610389610389,0.0883116883116883,0.9896103896103896,0.0519480519480519
D98-trn.arff,0.9968292762430836,0.0016455699401205,0.3451776649746192,0.0,0.1359649125345795,0.1573604060913705,0.1573604060913705,0.3451776649746192,0.4778224035991573,0.2512690355329949,0.1573604060913705,0.9822335025380712,0.0507614213197969
D282-trn.arff,0.90510919709687,0.0774938607022487,0.8407960199004975,0.7139303482587065,0.1147388366477091,0.1890547263681592,0.1218905472636815,0.3681592039800995,0.0952470247516403,0.0572139303482587,0.3507462686567164,0.3830845771144278,0.0199004975124378
D283-trn.arff,0.9043970941327372,0.0774938607022487,0.8391089108910891,0.7128712871287128,0.1147687057949687,0.2004950495049504,0.1287128712871287,0.3663366336633663,0.096739546240663,0.0569306930693069,0.3391089108910891,0.3836633663366336,0.0198019801980198
D267-trn.arff,0.9899263226609404,0.173158595440611,0.7638888888888888,0.6620370370370371,0.0378619093728822,0.0393518518518518,0.0393518518518518,0.0856481481481481,0.319866339272389,0.0532407407407407,0.0625,0.1689814814814814,0.0185185185185185
D266-trn.arff,0.986706980983402,0.0547611015750202,0.8825,0.755,0.0384615362445411,0.04,0.04,0.1,0.3347704676429504,0.0725,0.0525,0.205,0.02
D109-trn.arff,0.9698498680945824,0.0206505242563866,0.4276315789473684,0.1118421052631579,0.0849801835475271,0.1118421052631578,0.0756578947368421,0.4539473684210526,0.4772196657255746,0.3125,0.3026315789473684,0.993421052631579,0.0657894736842105
D108-trn.arff,0.9664774254583332,0.0419113897938188,0.4285714285714285,0.1063122923588039,0.0695860609079804,0.0764119601328903,0.0598006644518271,0.4518272425249169,0.4823728348829569,0.3189368770764119,0.2624584717607973,1.0,0.0664451827242525
D35-trn.arff,0.9722352382494196,0.0272424678132816,0.4867549668874172,0.1821192052980132,0.0868754038023378,0.1324503311258278,0.0993377483443708,0.4437086092715231,0.4837787382054859,0.3211920529801324,0.2615894039735099,0.9867549668874172,0.0662251655629139
